,Ratings,Full_review
21164,4,Good Product
21165,5,"Good product,bass is awesome,sound quality is also Good,I loved it"
21166,5,Awsm more than expected
21167,1,Very poor product. Flying Beast Cheated Us.
21168,1,"Poor build quality, didn't expect this from Mivi. I am writing this review after almost 2 weeks. The magnets at end of earpiece somehow got displaced and now both the earpieces didn't stick. The material protecting the internals of earpiece got scrapped and now anything like sweat or ear wax can go inside the earpieces and damage it. Sound quality is average. Battery backup is decent. But I am extremely disappointed by poor build quality. This product won't last a year for a heavy user for s..."
21169,1,Only one thing is better made in India Totally waste of money Very low quality Metterial like 300 rs Plz go with another brand
21170,5,"Yes you got fast charging......... Yes you got 20hours + backup ......... Yes sound is OK not bad at this price point ........ Yes range is more than 10m.... Without walls...... With walls around 8~9meter... Yes mic is decent for this price point.......... IF price would be 200 more and magnetic ON/OFF feature would be there it could kill any brand........ CONCLUSION...for this price point VALUE FOR MONEY  BUT....... plastic quality feels cheep,Not as s..."
21171,5,Nice headphone... Bt boat best... Bt only 999 mivi collar classic best..
21172,5,One of the best headphone I ever used Best in quality Excellent battery back up Best in 999 segment I suggest for everyone
21173,3,"It's just average,not too good. And it's heavy weight and bulky. Design is not attractive and comfortable. Anyway overall it's average performer."
21174,5,Really good sound quality and bass!!!Good battery life and very satisfying for music lovers. Undoubtedly we can purchase this product without any hesitation and it also comes with 1 year warranty!!!👍👌
21175,1,Battery backup excellent💯. Quality is good. Thanks 🙏
21176,2,Product is not as expected...
21177,2,Honest review !!!!  battery backup is good There is no bass only Sound quality is poor Not as loud its should be And there is no mivi logo on battery compartment As it's shown in the images Magnets are below average Feels cheap My old Samsung wired earphones which costs only 400 rupees sound better then these  Mivi disspointed me Worst neckband ever that I've tried Plz look out other neckbands
21178,1,"Its very bd sound quality , too long wire , plastic quality also bad"
21179,2,My left ear piece is making crackle noise other than that sound quality is good 1.Bass is ok not for bass lovers 2.Mid's is best for the price. 3.Best performance is at 60 to 70 % of volume above that music gets a bit rough 4.Best in quality . 5.only for melody songs. Returned only for that crackle noise from Left ear piece
21180,1,Below quality product
21181,1,"Worst product I have ever used, I have facing auto disconnect problem again and again."
21182,5,It is a very nice quality neckband. Sound is crystal clear. We get a premium experience. Bass is very loud and clear. Built quality is very nice. Battery backup is upto 30hrs on full charge.
21183,5,Best Product in Best Price Made in india🇮🇳 Thank you :) Flipkart 😍 Thank you :) Mivi ☺
21184,5,"The color is very beautiful, the sound can be heard clearly. This is a really good thing ."
21185,3,The product is good at the price of a thousand rupees but the sound quality is not what I expected. Sound quality is not good
21186,5,"Highly recommend, the product was soooooo good I'm enjoying the music with mivi, the sound quality was good"
21187,5,It has very good sound quality and bass. Best for the music lovers!!! 👌🏻👌🏻Go ahead and buy this product as it has a premium build quality....❤️
21188,5,Excellent bass
21189,4,Nice products
21190,4,"Bluetooth chaala bagundi and quality also super and thanks to the supplier, sounds also good"
21191,4,Good.
21192,5,Great product
21193,5,Excellent product with quality better backup and high bass.
21194,5,This is very awasame service get by flipkart. Thanks to have this money valuble product..  Very good service by shadofix rider
21195,5,Very good product.
21196,5,Nice product
21197,5,Good Quality
21198,5,Good product Love you mivi team..... Vera lavel.... Sound & bass.....
21199,5,Nice
21200,5,Very nice product...
21201,4,I am using it for 2 to 3 hrs but I will review it after 1 month in detail.  *Built and quality :- good as per price *Sound :- good in my opinion because I don't know much knowledge about sound and base *Problem:- left ear piece is not fit it is sleeping  Full review I will update in one month
21202,5,It's awesome
21203,1,"When battery is 50% it drains to 0 in 10 min, Sound quality not good These earphone dont worth giving 999"
21204,1,Completely waste of money... Worst product ever seen.. Do not order. 1. Sound quality very poor. 2. Volume is low 3. Connectivity issues frequently gets disconnected . 4. Build quality is bad.. cant use it for long. 👎😡
21205,1,Don't buy this product.....the worst one ......Its calling speaker gets damaged in 10 days
21206,5,"great product, great battery backup"
21207,1,Very bad product do not buy
21208,1,I ordered it on May 2021. After after two moth the mic of the product is not working. Although i didn't use it very frequently. Now i request it for warranty. They didn't reply yet. Very bad experience.
21209,5,Awesome purchase
21210,5,Amezing product
21211,3,Nyc
21212,3,Right ear stopped working within 5days of use..made in india indeed
21213,1,Bad product
21214,1,Poor battery backup
21215,1,Within 90 days charging issue.....its turning blue within one minute .....when we connect to phone its not stay less than one minute....totally waste don't buy this product
21216,1,Bad quality...
21217,5,I am loving it
21218,1,Its a 3rd grade product
21219,5,"This is defective peace ,i have return my money"
21220,4,Nice product Worth it
21221,1,"Very bad product from mivi , Never expected that, worst built quality, look very bad in ears, way to big, infinity is better than mivj, go for infinity , this is worst mivi product, sound quality very bad.."
21222,1,Magnet is not working and left side is not working
21223,1,Very poor quality in his neck band don't buy
21224,1,Its not working 😭
21225,1,Bad
21226,1,"Very poor quality, do not buy"
21227,1,"For Music listing sound is good, But in calling system sound quality not so good its continiously noise a background buzzy sound. And in music system whenever i voulme down total music sound too low,that mean music level 2,3,4 is too low for listing."
21228,1,Bad quality and bad services of this company in warranty isue
21229,1,Don't like this product
21230,1,Poor connectivity and phone call volume also tooo low waste of money
21231,4,Very comfortable to use... sound quality also superb.. go with made in INDIA...
21232,1,the device was not working during a call. If you wish wasting money and time buy this product.
21233,1,Wrost product
21234,1,Horrible product. After 2 days it's stopped working.. Not even powered On...I kindly request people not even think about it in your life.
21235,1,Bad
21236,1,Very bad.... Left speaker has been stopped.... First impression about mivi was worst...
21237,1,This product is very low quality Flipkart saler is change original product
21238,1,My Bluetooth is not charging. I buying this product on 13 June 2021 and is is not charging . Only one 18 day is working properly and than is not charging
21239,1,Don't buy sound is not good west of money
21240,1,"Bass quality and sound quality not upto tha mark , desgin iz also having some issues. Worst quality i want my refund back magnet not working properly wire is small after using some time it get hurts n ears."
21241,5,"Purchase only for Battery backup.But sound output ,bass is very low"
21242,1,Useless product and very poor quality materials
21243,1,Bluetooth are not well...
21244,1,Bad
21245,1,Ordered 2 times . Got defective piece both the times
21246,1,"Sound quality is very poor max volume is also low, doesn't pair easy with all devices"
21247,1,Terrible product valume button is not working never buy this product . You can go for boat instead
21248,1,Call Voice Its Very very Bad
21249,1,Charging in not given
21250,1,This is low volume product. Doesn't work after reach 20% battery. Irritating from battery low reminder at 20% battery. Product deserving price 500rs-600rs.  In one line. Do not buy go for boat. (For best)
21251,1,Bad products
21252,1,My product after 14 days magnet not working
21253,1,Cheap sound quality...😕
21254,5,Mind blowing product Sound quality 5/5 Bass quality 4.5/5 Phone mic output 4/5 Battery capacity 5/5 Build quality 5/5 Overall 9/10
21255,1,Not a good quality
21256,1,So Bad in some weak magnetic power lose and bad for ear not comfortable
21257,1,Completly different design then showed in picture
21258,1,It's not perfect working
21259,1,Low quality of sound
21260,1,Worst product ever
21261,1,Very bad product this product is auto disconnected verrrrryyyy verrrryyy bad product i will request anybody please dont like this product
21262,1,Connection issue occurred
21263,1,"Just bought it and only 1side is working, as same as china brands"
21264,1,Not nice but good product with this price segment
21265,4,I'm since since one week and facing problem that is if your phone connected with two device one laptop and other mivi collor then u r not able to do work in laptop...network gonna be a very slow....this is the worst drawback for me....purpose of purchasing is not fruit full
21266,3,"within 15 days mivi coller classic giving issues of mic ,mivi is good brand but my Bluetooth giving problems i purchase this for calling purpose and I am not satisfied with this purchase,if you only want to listen music then purchase it."
21267,1,"Voice quality is not good If you are addicted to listening songs in high quality Don't go with this , it will not satisfy you need"
21268,1,Head set not working
21269,1,Very bad sound quality
21270,1,"Giving 1star because Latency While Playing Games, Poor Sound Quality and Low Volume, also It doesn't charge fully (100%), which means earphones harge upto 90% only."
21271,1,just ok
21272,1,Very bad product
21273,1,Sound quality is very bad I hate this product Waste for mony
21274,5,Good Indian Product.
21275,1,Plzzz canel my produck this is not good
21276,1,Worst product. The other person could not hear me properly. The mic is very poor
21277,1,The microphone never works. First it was not working with my laptop then it even stopped working for my phone. I found the same issue with another piece also after replacement.
21278,5,Don't go for this product just because of battery its build quality is very bad and the buds are quite big and hurts after half an hour of use Don't buy it 😑😑😑
21279,1,"Worst quality. Indian brands just cheat customers. Lowering the price to attract them and downgrding the quality of product even more, simply cheating them.  I brought it at 999/-. Product is having manufacturing defeat and also the quality of output is decreasing post usage. They need to work on there quality control.  I would recommend to add some more amount and go for one plus/boat (i know both are Chinese brands) for both quality and also premium feel."
21280,1,Worst experience ever earphone are not working
21281,1,Defect pice Third class item
21282,1,Don't buy it
21283,5,It's really worth of purchase . It work really good
21284,5,"Mivi Bluetooth Neckband Sound Quality is very good. Battery backup, charging is good. Calling quality good. MIVI brand Sounds Quality is always Excellent. 🇮🇳Made in Indian 🇮🇳"
21285,5,Very good quality to mivi collar very good quality sound It charges in the shortest time and lasts for at least 4 days Very good quality
21286,4,Excellent.... Best Bluetooth Headset for this price
21287,3,There are compatibility issue with this MiVi collar classic headset with the Mobile phone..also there are some problems with the buttons..say for example..volume increase + button not functioning or you can say not much sensitive as you expect...this product is not promising as other MiVi products..
21288,5,Well... I'm using this kind of neckband for the first time. And I'm also using bluetooth speaker of Mivi and I'm very much convinced about the product qualities given by MIVI. This collar classic is surprising me in all the senses of sound quality. Great sound quality for the music lovers. Thanks MIVI
21289,5,Sound quality of the product is too good
21290,5,Nice
21291,5,Very nice product
21292,5,Good sound quality
21293,5,Noise cancellation is good 4/5 Sound is amazing 4/5 Quality of voice os good 4/5 Quality of material good 5/5 Design 4/5 Comfortable 5/5 Worthy for money 5/5
21294,5,Excellent product
21295,5,Just received. Started to use immediately. Very good.
21296,5,I bought this earphone as my budget is not that high and want indian brand after using it the product is really good the sound and build quality is just unbelievable at this range the battery life is superb
21297,5,*Sound Quality is great. *Amazing Connectivity. *Very Light weight. *Pairing is fast *Bass is very good . To impressive.
21298,4,Excellent one
21299,5,Sound is very neutral not too much and loud and not too much low. Ergonomic design so which don't do panic in your ears. Battery life is also very long. Sound quality and base is perfect which you love❤.
21300,5,"- I am fully satisfied with this neck band, build quality, connectivity, battery backup, sound and bass everything is superb. - Features like splash and dust proof and magnetic locking makes this earphone value for money. - Recommend."
21301,5,Such a masterpiece earphones. Really loved the design and fit. Voice is just dope and batter backup is out of the box. Lovely peice.
21302,5,"i am personally used it so am telling it, it's good quality and noise cancelling one, quality is credible"
21303,5,Good
21304,5,Good product 👍👍👍 Sound quality is very good Battery backup is awesome Build quality is very good Very light weight Easy to use functions In ear fitting is very good I also played pubg in it and awesome experience with this no lag in sound I strongly recommend to my friends
21305,5,Sound is gud and bass is excellent and. Betry backup so gud.
21306,5,Nic product for mivi  prod to be indian Made in...🇮🇳  Nic Sound qualty is best ...🎶🔉
21307,5,I have used other products of mivi but I needed q neckband so I ordered it. The sound and connectivity is very good. Also its battery lasts whole day and charges very fast. Suggesting for sure.
21308,5,Nice products proud to indian company
21309,5,Superb battery backup plus it supports fast charging which is really good. And Nice build quality for this budget it's really nice.
21310,5,Really good neckband... The vocals are clear and loud and bass is thumping.. the mids and Highs are very good.. and the best part of this neckband is the battery.. I single charge it gives you almost 28-29 hours battery backup..
21311,5,A nice collar band. Provides good balance between treble and bass. Overall very happy with the product.
21312,5,Thanku flipkart for early delivery...best quality in this price segment..true bass.. quality also good..loved it
21313,5,Excellent product. Really worth money
21314,5,Sound is loud. Good quality. Fast charging. Longer battery hours. Very good at this price.
21315,5,Superb! Sound quality its really good and its delivers crazy bass. mic performance fantastic. battry life around 9 to 10hr.
21316,5,Best product in this price range Sound quality is good Light weight Supports fast charging Battery backup is excellent
21317,5,The earphones are good. The battery capacity is very good. I use daily and the battery last for almost 3-4 days. It also has fast charging. It has magnetic locking. It is splash and dust proof. Sound quality is good. Call quality is also good. It has Bluetooth 5.0. It comes with 1 year warranty. It is Made in India. I love the battery capacity. It's awesome.
21318,5,amazing quality for the price.. and the neck band is very comfortable for long hours of usage .
21319,5,Amazing quality with a good battery backup. Charges fast and the build is also good.
21320,5,I totally loved this neckband. Light weight. The bass and sound quality is really good. Value for money.
21321,1,Worst product ever bought will say never ever go for any mivi product  ** After 2 months of use Will say  This thing has one of the cheapest build quality  They have just a piece of cloth to cover the internal parts under the ear buds  Magnet stopped working  User experience uncomfortable to wear for more than 1 hours will feel irritation and uneasiness not at all comfortable.  My earphones stopped working connected them but the warranty claim process is so bad 1 2 week passed but I am jus...
21322,5,Great purchase. Great quality.
21323,4,I love this because this have very loud sound and Crips voice calls. Easy to connect to two devices such as laptop and mobile. Battery backup is for 42 hours. Brilliant charging speeds. Buttons clicky & looks durable. Rubber material water resistant. Love these.
21324,5,Nice product  Nice Base
21325,5,Awesome headphones in this rate
21326,1,"Poor quality of sound ,feels like got cheated"
21327,5,The making of this product is so perfect that we can use it in running too. It never falls back . The sound quality is decent and the earpiece are somehow hard . Best thing about it is its battery life and fast charge
21328,4,If you are bass head then don't go with this. Battery life extremely good.
21329,1,One side earphone not working and very low sound another one side this problem on first day
21330,5,Good but sound is not perfect no more sound
21331,5,Awesome earphones under this price don't think twice for 1k
21332,3,I am not satisfied because its sound quality and volume level isnot good during listening a song and also making a call...
21333,4,Best ... products....... Made in India......
21334,5,A very satisfying product
21335,5,Good quality
21336,5,Over all built quality - Good Bass - Better than all the products at this range  Good products specially from an Truly Indian Brand....using their Moonstone and Thunder-Beats from past 1year no issue till now.
21337,4,Bass is average
21338,4,It is quite good. But one who loves bass can't buy this. I give 3/5 for bass. But for overall sound quality is amazing. Super build quality.
21339,3,sound quality is good at the price range battery backup super in this price range
21340,5,Awesome product you should buy this amazing product
21341,4,Bast quality of price
21342,5,Amazing product Loved the bass Very comfortable for the ears Worth buying👍
21343,4,Design is awesome but Bass is not good
21344,4,Descend bluetooh headphone Sounds is hearable I.e. good At the end a con's is If you are a person with upright posture and sensitive to weight then you might have problem with the design of headphones . They get hung for me .
21345,5,Excellent
21346,5,Very good bluetooth headset with fast Charging Available in 6 colour options Support Dual Pairing Very good Bass and Sound Premium Design Light Weight.
21347,4,very good product in have no complaints about it i am a youtuber i have done review of this product you can check that out -- youtube channel name is - tech digit
21348,5,"Used them for few hours they are overall good in quality, plastic, wires, sound and battery backup also. Packaging is also premium. If u want to enjoy them then watch bass boosted videos on youtube✌️"
21349,4,This is the best product but if u are a bass lover this product is not for you.
21350,5,Very Nice Product you didn't disappoint while using this product it's more than worth able price.
21351,5,I like the quality of the earphone at this price range and I think there is no competitor at this price range with mivi.
21352,5,Awesome Quality
21353,5,"Amazing product with a very powerful battery backup,sound quality and build quality with 1 year warranty. Just loving it."
21354,5,Best neckband under 1000.  Good Sound quality Decent Bass and mic quality 24 Hour backup is also good Fast charging Great build quality as we expected from Mivi Made in india product.
21355,5,Good quality of headset and volume in range. Flexibility over the neck. Over all good quality with reasonable amount.
21356,4,Pretty good at this price range
21357,5,"Audio, Build Quality, Looks & Connection was overall Good. But After Full Charge Mivi Collar Classic Gives You 24 Hours Continues Music Playing.  My overall experience was great keep it up Mivi"
21358,5,Amazing products to use Best quality earephone i love this product thanks Flipkart
21359,5,Best Indian products. Valued for mony. Go for it without Thinking wel com
21360,5,"Sound quality is very nice, it’s very reasonable ##❣️❤️❤️love it🥰🥰enjoing thanks mivi"
21361,5,Superb Battery backup and Good sound quality
21362,5,Best Indian product. Valued for money. Go for it without thinking.
21363,5,Must buy
21364,5,Super product I loved it
21365,5,Amazing bluetooth from Mivi *Super bass *Clear sound *Awesome battery backup *Fast charging *Perfect and premium product from Mivi
21366,4,Nice according to price
21367,5,Excellent products
21368,4,Nice quality
21369,5,Bass is fantastic. Love the product 😍
21370,4,Excellent product Reasonable price
21371,5,"Awsome neck bank at very less price that can't get from other brands except mivi, Sound quality is Very nice, Comfortable to use."
21372,5,Music clarity is awesome
21373,5,Good and nice product..
21374,5,More good as my thinking...... Best ever
21375,5,"Best quality at cheap price ,just incredible"
21376,5,"Good product,user friendly"
21377,5,Excellent product.
21378,5,Love this..🔥🔥
21379,1,"Well firstly, battery backup is good but places were this product failed are as follows: Microphone isn't that good at all. And stopped working after 2 weeks Doesn't sit on the collar properly. Even when the volume is full, you won't feel the bass."
21380,5,Fantastic bass or nice sounds quality and good Look 👍👍👍👍
21381,5,Nice
21382,3,I don't like the sound quality . I expected much more than this from mivi but i don't feel bass also and the volume is also not good. It should be upto a level but unfortunately it wasn't. The magnet is also not good. That's why i am returning this product
21383,5,Best Product
21384,1,Sound quality and Built quality is not good
21385,2,"Waste of money, given 2 star because it's Indian company and product. Battery backup is almost nil. Connects and disconnects automatically. Very much irritating during calls. Not comfortable for every day use. Company should not have compromised on quality because of few hundreds"
21386,1,base is so poor dont waste money
21387,5,"This headset is charging is long lasting. Your phone's audio quality is best then headset gives you best otherwise not, but listening clearly and smoothly."
21388,5,BEST NECKBAND IN THE PRICE SEGMENT MUST GO FOR IT LIGHT WEIGHT GREAT BUILT QUALITY ASM BASS CRYSTAL CLEAR VOICE GREAT BATTERY LIFE FAST CHARGE GREAT DESIGN
21389,1,Please don't buy this product.this product is very bad
21390,4,One of the best neckband you can buy for under 1000 Advantages -One of the best battery backup for a neckband -Good sound quality for the price -Build quality is also good -Descent bass -Seamless connection -Worth it  Disadvantage -A bit loose(maybe just for me)   Worth the money
21391,5,These Earphones Are A Perfect Package In This Price Point. Loved This Product
21392,5,Good product battey life is really good
21393,5,I bought mivi collar classic.. It's really very affordable..
21394,5,Good
21395,5,Awesome product worth of money Sound quality is damn good @this price range
21396,5,"Best In Class Product Big Battery,Beautiful Design,Different Colour,Under Budget I Really Love The Product,You Can Go For It 🔋🔋🔥🔥"
21397,5,Very good
21398,4,Nice product
21399,5,Simply awesome
21400,5,Build quality and design wise .Under 1k value for money product. Sound and bass are crispy and clear. This time the earphone buttons are very tactile.
21401,5,"Awsom, I couldn't believe the battery backup and build quality is awesome. Buttons are very tight"
21402,5,Affordable and awsome earphones.. Must buy
21403,5,Value for money . Sound quality to good .
21404,5,nice product
21405,5,Good quality product with excellent battery backup...
21406,5,Awesome product good sound quality and bass🤘
21407,5,Good Product from MIVI.
21408,4,"Best for the price, battery backup is amazing, dropped only 7% after playing 1hr straight.. bass is average, could have been better."
21409,5,Very good
21410,5,The sound quality is good...
21411,5,Very good product and sound quality is very nice 😊
21412,5,Good product
21413,5,Looks quite classy and delivers good sound quality.
21414,5,This is awesome.The bass is very good.
21415,1,Battery pblm
21416,1,The worst mivi could give. Worst mivi product used till date. I hope mivi does not fool again with Made in INDIA sentiments as quality matter what so ever place it is built in 🙏
21417,5,Very nice bass and music is very deep you buy this product in 999rs is best price
21418,5,Simply awesome . Great combo of sound quality and battery backup . Nice build .
21419,5,Great product at this price..... Sound quality is very clear.... Bass is also good.... Go for it... 😇
21420,5,All super mivi
21421,5,Nice
21422,1,Cheap plastic very heavyweight and Old fashioned model
21423,5,Sound quality 8/10 otherwise everything is best bass is high enough
21424,5,Super
21425,3,The magnet doesn't work much and the rubber doesn't fit well in the ear. Everything best is fine
21426,4,Got the product today !! I use wavelet and tuned it according to my taste the sound is very good . In short this product is for those who love to listen the music in a sweeter manner . not for metal heads !!
21427,5,Best headphones and it's better than boat rockerz 333 I just love it.
21428,3,Sound output is not that loud. It's a bass heavy headset. Sometimes voice is not heard clearly
21429,5,Good product
21430,4,Bill quality. 4.5 Bass 4 Sound 4.5 Battery backup 4.5 Iam playing pubg sound just .5 second leate Head phone wire lenth very long an earbuts not fit in the ear Delivery very fast over all 4 star
21431,3,"No bass, ear pains are coming with in few minutes."
21432,2,Two times sent opened box product so returned and sound quality specially bass is not upto mark.
21433,4,Good
21434,5,One of the finest product from me we I got it because the sound quality is very very e good
21435,4,It is overall good for money. And it is good as it is made is India. Battery back is excellent. Sound is little less. If anyone talking in a room you will hear less. Passive noise cancellation is not there.
21436,1,Waste of money
21437,5,Good product
21438,3,Nice
21439,5,value for money
21440,5,Nice Product.
21441,5,Nice
21442,5,Ok
21443,1,Good or average
21444,5,Very good product
21445,3,Sound quality is not good other is ok
21446,4,"Very good product overall, but the only problem is , the sound quality is very low compared to other brand, Build quality is awesome,"
21447,5,Very good product....
21448,5,Nice product thanks mivi and thanks to flip kart
21449,3,Charging lasts upto 18-19hrs
21450,3,"Lags while playing games, while playing songs the volume in not up to the mark"
21451,1,Mic is Not working properly hence am retrun back
21452,5,It fabulous mivi product
21453,5,GOOD
21454,5,It was too amazing product
21455,5,Nice product thanks so mach
21456,5,Built quality is good and battery life is awesome
21457,5,This product is comfortable and it is very good ane worthable
21458,5,Very nice product.... Look also good..... Sound lovely....
21459,4,Nice
21460,4,Sound quality is superb But magnets want to be power.. Battery backup superb
21461,5,Excellent product at this price range.
21462,5,One of the best Neckband and the price is worth it.
21463,5,Very good product
21464,5,Best in budget buy it. Perfect sound and bass
21465,5,Super
21466,4,Good
21467,4,made in india.at this price range it is value for money 🤑💰 product.thank you mivi.
21468,5,Happy
21469,2,Heavy weight as compare to other neckband Sound and bass was not good with this price range
21470,3,"Nice build quality,battery back up but mic is not good...."
21471,1,Very poor and cheap quality.... sounds are so poor..bass not good and connectivity not so modern... many functions are not available... magnet are not so strong buds are removed easily...
21472,5,Superb build design very strong nice sound value for money . Driver delivery boy must by this product strong build made in India . I support made in India 👍
21473,1,Very bad sound even sound coming through them by in peaces
21474,4,"It often sounds grugy when taken 2-3meters aparts and brought back . And I don't think it gives 24hrs of battery ,it gives somewhere around 13-14hrs at 70-80% roughly when connected with 2 devices. It has a little bit large earbuds compared to others when you see boat but when you wear it ,it feels like the exact same I bought it for Rs800 , so it is value for money otherwise I will suggest boat 100 wireless is better than this in every aspect except for fast charging"
21475,3,Worst product dont buy this company become a fool to you
21476,1,Don't power on
21477,4,Awesome 👍
21478,5,This product is awesome
21479,2,I have gotten very worst experience after using this bluetooth. Make it efficient and compatible for some months or years atleast .. until and unless don't make such product .
21480,5,Mivi best protect 👌👌👌 👌 bass 👌 charge back up 🔥 sound
21481,1,Mic was not working properly when i returned it the other time it has issues with speakers. Speakers have buzz sound coming from it
21482,4,Delivery is perfect and product wires are too long feels like wire in the neck of buffalo 🤣.
21483,5,Fantastic product
21484,1,Very poor quality I think it was used repeatedly disconnected n highly disappointed
21485,1,Bad product
21486,3,Sound quality bad
21487,4,Overall Good product...
21488,5,One of the best bass sound super 💖 quality is highly quality thank you Flipkart
21489,3,Ear problem face by me because of this earphone
21490,3,"1.Sound is good nt the best 2.bass is not up to the mark but at this price,ok 3.not for those who loves bass then go for 'infinity 120'. 4.build quality is not that great look a littile bit cheap. 5.battery back up is good...(15hours) Overall if u are tight in budget and want a bluetooth headphone then consider this otherwise go for realme/oppo."
21491,2,Design and battery backup is best but after the few minutes sound start to explode.
21492,3,Is nice head phone
21493,3,Goog quality
21494,5,Great Amazing sounds & bass
21495,5,Osm product
21496,5,Wow
21497,5,Very nice product iam so happy 😊😊
21498,5,So far so good
21499,4,Good sound quality. Easy to wear
21500,4,Good
21501,5,awesome product
21502,4,Nice....
21503,5,Youtuber say not good bass but good bass and music Nice
21504,4,"It's good overall, sound, functions, bass. But one thing neckband is little bit long."
21505,5,Nyc
21506,5,Awesome product to Use.. I love it.
21507,5,Best u can get...
21508,4,All ok except magnetic. Magnetic was very light.
21509,4,Good
21510,5,Value for money product
21511,4,Gud products and performance super....
21512,1,Good for songs and videos but not at all for calls . Specially not on riding a bikes.
21513,5,So Good
21514,5,Very nice product satisfied
21515,5,Nice product
21516,4,Good product from mivi Specially budget product Made in india 👍👍
21517,5,As per the price of the product the mivi is providing a quality product.
21518,5,Superb
21519,5,Good
21520,5,Superb experience Good quality Go with this product
21521,4,Nice
21522,5,Ok best in 1000
21523,2,Some distrub in headset
21524,4,Overall a good neckband.. easily gives a backup of near abt 24hrs of avarage usage being honest...light weight...the only thing that bothers me is this has a heavy kind of sound like with more bass but overall a good choice
21525,3,"Earphone is nice, but volume is not that up to mark. Battery backup is good. But want some more bass ans sound so enjoy the music."
21526,5,Good product..
21527,4,"The 1st mention must be the battery backup. It's truly great in this price. 5/5  Bass treble and sound quality is good enough for classes. But not enough for Music lover or a moviemaniac. 3.5/5  Build quality is also good enough and the flat wire give it a decent look. 4/5  Cons- If it was black with little blue/green/Yellow touches, it would be great.  Overall 4.5/5. 4.5 just because of this much quality in such a lower price (755 rs)"
21528,4,"Overall good but feels loose in ears, may fall off while running"
21529,5,Excellent
21530,5,This is awesome
21531,5,This product is Velu for money. Really nice product
21532,5,Its a Indian brand which provides good quality earphone for a nominal price. Built quality of this earphone is good for its price range. Best earphone under 1000. Really satisfied with MIVI .
21533,5,Amazing neckband
21534,5,So good
21535,5,Super
21536,5,Made in India. Go for it.
21537,4,Good
21538,5,Best product ❤️
21539,5,Best Bluetooth Earphone at 799. Value for money product.
21540,1,Worst product..dont buy
21541,5,nice
21542,3,Overall ok . Lookwise plastics finishing . Give 3.4 *
21543,3,Excellent
21544,5,Superbbb product at this price
21545,4,Good product. Proud to buy it as it's an Indian product.
21546,4,Excellent battery life Good sound
21547,4,Sound quality is average. built is good.value for money
21548,2,Sound quality is very bad. Waste of money
21549,1,Saund is too slo and long vayer
21550,5,Really happy with my purchase. None better in this price range that I can tell.
21551,5,Very nice product considering it's price range❤👌🏻. Bild quality is very good 👍🏻 Battery backup is also very impressive🤩. Sound quality of this Neckband specialy in this price segment are Osm❤👌🏻. Keep it up MIVI 🇮🇳 ❤.
21552,5,Really I didn't believe that I have such a great product at this minimal prize totally loved it
21553,5,Good product
21554,5,"Gud experience , quality is gud , long battery life 👍"
21555,5,"Value for money, little bit of a heavy bass but can be tweaked using equalizers.  Would recommend for sure"
21556,5,Nice product
21557,5,Lovely fantastic super mass very nice quality is very nice best super
21558,5,Sound quality good and packing quality awesome..no any scratches on the item. Red dull color not light red
21559,5,Must buy in this 799 price range
21560,5,Wonderful product Sound quality is very good Battery backup is very very good 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳
21561,1,"Not good for gaming,sound quality is also not good"
21562,3,Everything is gud at this price but the design could have better
21563,5,Osam
21564,5,Good Product. Sound quality good Charge quality good
21565,5,Super product better
21566,5,Nice
21567,5,Battery backup awesome
21568,5,Very good product
21569,4,Yes its best for you
21570,5,"Not bad , this is a good product to purchase."
21571,4,Overall good
21572,4,These earphones are very valueable for money . They provide a good sound at this price range . And batery backup is just amazing . No regrets buying the product.
21573,5,Very good neck band build quality and sound quality is excellent and battery backup is superb it is the best neck band in this price go one for this mivi made in india
21574,5,Value for money
21575,4,It is valuable at this price but sound is not so loud and it is very fastly charging
21576,5,Good
21577,4,"Its look is too odd, this mic quality is too cheap and battery backup is not like commited time at selling time Its battery backup is not more than 15 hrs but company claims 24 hrs.."
21578,5,bass is excellent and battery backup is also superb .... easy to connect and range is also very good . Mivi is a good brand and we can trust on it.
21579,5,Best base Best battery 🔋 Best concting Indian company
21580,1,Worst product from mivi
21581,4,"Buttons is hard, and there working method is also not good like changing song etc . Otherwise in Indian based Neckband is good"
21582,5,Perfect in this range of price 😁
21583,5,nice product
21584,5,Nice projects
21585,4,Sond is so Very low but Bess is so high
21586,5,Nice song
21587,5,Decent product for low budget
21588,4,"Sound was low and not upto the mark but the battery and build quality was rugged and good overall. Magnets were low quality and magnetic lock won't work easily. In this budget one may consider it one of the best available options,But i will recommend to go for other brands if budget is flexible, otherwise for this range these are best."
21589,4,Value for money .. Product ✋🏻💫
21590,5,Awesome sound I am very happy best product thank you so much
21591,1,Don't like for sound quality and earbuds magnet.
21592,5,Good Sound quality Good Bass quality Good Buttery backup Good product
21593,5,I never expected this in this price range
21594,5,Nice product
21595,5,The Best 👍👍👍❤️❤️❤️
21596,5,Bass is a bit neutral but a good product and it is worth investing money
21597,5,Good product...
21598,5,"This is my first product of mivi and I was not expecting that mivi would give a such a wonderful product at this price range..... While ordering I was thinking, product is good or not at this range but when I received it I was totally shocked.... It is a beast at this range thank you @mivi for making such a beast"
21599,4,Overall good product only.. battery backup..is..less.
21600,5,Best
21601,5,All is good..
21602,5,Awesome
21603,5,Good
